id,category,term,origin,relation,definition,example,exampleSource,otherMeanings,sourcePages,dictionaryCode
proverb-521668,속담,바늘구멍으로 황소바람 들어온다,,상황과 비유적 의미의 관계,"추울 때에는 바늘구멍 같은 작은 구멍에도 엄청나게 센 찬 바람이 들어온다는 뜻으로, 작은 것이라도 때에 따라서는 소홀히 하여서는 안 됨을 비유적으로 이르는 말.",그 일을 두고 사람들은 “바늘구멍으로 황소바람 들어온다”라는 속담을 떠올렸다.,학습용 보충 문장,,4,521668
proverb-527917,속담,바람 간 데 범 간다,,상황과 비유적 의미의 관계,"바늘이 가는 데 실이 항상 뒤따른다는 뜻으로, 사람의 긴밀한 관계를 비유적으로 이르는 말.",그 일을 두고 사람들은 “바람 간 데 범 간다”라는 속담을 떠올렸다.,학습용 보충 문장,,"3,4",527917
proverb-527929,속담,바람 앞의 등불,,상황과 비유적 의미의 관계,"언제 꺼질지 모르는 바람 앞의 등불이란 뜻으로, 매우 위태로운 처지에 놓여 있음을 비유적으로 이르는 말.",그 일을 두고 사람들은 “바람 앞의 등불”이라는 속담을 떠올렸다.,학습용 보충 문장,,12,527929
proverb-528358,속담,바지저고리만 다닌다[앉았다],,상황과 비유적 의미의 관계,"사람의 몸뚱이는 없고 바지저고리만 걸어 다닌다는 뜻으로, 사람이 아무 속이 없고 맺힌 데가 없이 행동하는 경우를 비유적으로 이르는 말.",그 일을 두고 사람들은 “바지저고리만 다닌다[앉았다]”라는 속담을 떠올렸다.,학습용 보충 문장,,16,528358
proverb-521566,속담,받아 놓은 밥상,,상황과 비유적 의미의 관계,일이 확실하여 조금도 틀림이 없는 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “받아 놓은 밥상”이라는 속담을 떠올렸다.,학습용 보충 문장,"밥상을 받아 놓고 그냥 물리지도 못하고 그렇다고 먹을 수도 없다는 뜻으로, 이러지도 못하고 저러지도 못하는 경우나 처지를 비유적으로 이르는 말.","21,22",521566
proverb-528581,속담,밤눈 어두운 말이 워낭 소리 듣고 따라간다,,상황과 비유적 의미의 관계,"밤눈이 어두운 말이 자기 턱 밑에 달린 쇠고리의 소리를 듣고 따라간다는 뜻으로, 맹목적으로 남이 하는 대로 따라 함을 비유적으로 이르는 말.",그 일을 두고 사람들은 “밤눈 어두운 말이 워낭 소리 듣고 따라간다”라는 속담을 떠올렸다.,학습용 보충 문장,,17,528581
proverb-528542,속담,밥 위에 떡,,상황과 비유적 의미의 관계,좋은 일에 더욱 좋은 일이 겹침을 비유적으로 이르는 말.,그 일을 두고 사람들은 “밥 위에 떡”이라는 속담을 떠올렸다.,학습용 보충 문장,,17,528542
proverb-521692,속담,배 먹고 이 닦기,,상황과 비유적 의미의 관계,"배를 먹으면 이까지 하얗게 닦아진다는 뜻으로, 한 가지 일에 두 가지 이로움이 있음을 비유적으로 이르는 말.",그 일을 두고 사람들은 “배 먹고 이 닦기”라는 속담을 떠올렸다.,학습용 보충 문장,,17,521692
proverb-528359,속담,백지장도 맞들면 낫다,,상황과 비유적 의미의 관계,쉬운 일이라도 협력하여 하면 훨씬 쉽다는 말.,그 일을 두고 사람들은 “백지장도 맞들면 낫다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,528359
proverb-527985,속담,범 모르는 하룻강아지,,상황과 비유적 의미의 관계,철없이 함부로 덤비는 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “범 모르는 하룻강아지”라는 속담을 떠올렸다.,학습용 보충 문장,,"3,4",527985
proverb-521799,속담,보리밭에 가 숭늉 찾는다,,상황과 비유적 의미의 관계,모든 일에는 질서와 차례가 있는 법인데 일의 순서도 모르고 성급하게 덤빔을 비유적으로 이르는 말.,그 일을 두고 사람들은 “보리밭에 가 숭늉 찾는다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",521799
proverb-521918,속담,봉 가는 데 황 간다,,상황과 비유적 의미의 관계,"바늘이 가는 데 실이 항상 뒤따른다는 뜻으로, 사람의 긴밀한 관계를 비유적으로 이르는 말.",그 일을 두고 사람들은 “봉 가는 데 황 간다”라는 속담을 떠올렸다.,학습용 보충 문장,,"3,4",521918
proverb-528485,속담,부자는 망해도 삼 년 먹을 것이 있다,,상황과 비유적 의미의 관계,본래 부자이던 사람은 망했다 하더라도 얼마 동안은 그럭저럭 살아 나갈 수 있음을 비유적으로 이르는 말.,그 일을 두고 사람들은 “부자는 망해도 삼 년 먹을 것이 있다”라는 속담을 떠올렸다.,학습용 보충 문장,,17,528485
proverb-528771,속담,불에 놀란 놈이 부지깽이[화젓가락]만 보아도 놀란다,,상황과 비유적 의미의 관계,어떤 사물에 몹시 놀란 사람은 비슷한 사물만 보아도 겁을 냄을 이르는 말.,그 일을 두고 사람들은 “불에 놀란 놈이 부지깽이[화젓가락]만 보아도 놀란다”라는 속담을 떠올렸다.,학습용 보충 문장,,"5,6",528771
proverb-528805,속담,붉고 쓴 장,,상황과 비유적 의미의 관계,"빛이 좋아서 맛있을 듯한 간장이 쓰다는 뜻으로, 겉모양은 그럴듯하게 좋으나 실속은 흉악하여 안팎이 서로 다름을 비유적으로 이르는 말.",그 일을 두고 사람들은 “붉고 쓴 장”이라는 속담을 떠올렸다.,학습용 보충 문장,,17,528805
proverb-522029,속담,비 오는 것은 밥 짓는 부엌에서 먼저 안다,,상황과 비유적 의미의 관계,비가 오려고 기압이 낮아지면 아궁이에 불이 잘 안 붙으므로 부엌의 아낙네들이 비 오는 것을 먼저 알게 된다는 말.,그 일을 두고 사람들은 “비 오는 것은 밥 짓는 부엌에서 먼저 안다”라는 속담을 떠올렸다.,학습용 보충 문장,,17,522029
proverb-522034,속담,비 오는 날 소꼬리 같다,,상황과 비유적 의미의 관계,몹시 귀찮게 구는 것을 비유적으로 이르는 말.,그 일을 두고 사람들은 “비 오는 날 소꼬리 같다”라는 속담을 떠올렸다.,학습용 보충 문장,,25,522034
proverb-522036,속담,비 오는 날 장독 덮었다 (한다),,상황과 비유적 의미의 관계,"비 오는 날 먼저 해야 할 일 중에 하나는 장독을 덮는 일인데 그것을 했다고 자랑한다는 뜻으로, 당연히 할 일을 하고 유세하는 경우를 비꼬는 말.",그 일을 두고 사람들은 “비 오는 날 장독 덮었다 (한다)”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",522036
proverb-522038,속담,비 온 뒤에 땅이 굳어진다,,상황과 비유적 의미의 관계,"비에 젖어 질척거리던 흙도 마르면서 단단하게 굳어진다는 뜻으로, 어떤 시련을 겪은 뒤에 더 강해짐을 비유적으로 이르는 말.",그 일을 두고 사람들은 “비 온 뒤에 땅이 굳어진다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",522038
proverb-522039,속담,비 틈으로 빠져나가겠다,,상황과 비유적 의미의 관계,행동이나 동작이 매우 민첩함을 비유적으로 이르는 말.,그 일을 두고 사람들은 “비 틈으로 빠져나가겠다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",522039
proverb-528919,속담,빈대 미워 집에 불 놓는다,,상황과 비유적 의미의 관계,손해를 크게 볼 것을 생각지 아니하고 자기에게 마땅치 아니한 것을 없애려고 그저 덤비기만 하는 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “빈대 미워 집에 불 놓는다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,528919
proverb-528920,속담,빈대 잡으려고 초가삼간 태운다,,상황과 비유적 의미의 관계,손해를 크게 볼 것을 생각지 아니하고 자기에게 마땅치 아니한 것을 없애려고 그저 덤비기만 하는 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “빈대 잡으려고 초가삼간 태운다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,528920
proverb-529007,속담,사람과 산은 멀리서 보는 게 낫다,,상황과 비유적 의미의 관계,사람을 가까이 사귀면 멀리서 볼 때 안 보이던 결점이 다 드러나 실망하게 됨을 비유적으로 이르는 말.,그 일을 두고 사람들은 “사람과 산은 멀리서 보는 게 낫다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",529007
proverb-528950,속담,사후 약방문[청심환],,상황과 비유적 의미의 관계,"사람이 죽은 다음에야 약을 구한다는 뜻으로, 때가 지나 일이 다 틀어진 후에야 뒤늦게 대책을 세움을 비유적으로 이르는 말.",그 일을 두고 사람들은 “사후 약방문[청심환]”이라는 속담을 떠올렸다.,학습용 보충 문장,,2,528950
proverb-529191,속담,산 개 새끼가 죽은 정승보다 낫다,,상황과 비유적 의미의 관계,"아무리 천하더라도 살아 있는 것이 죽은 것보다는 낫다는 뜻으로, 세상을 비관하지 말고 살아가라는 말.",그 일을 두고 사람들은 “산 개 새끼가 죽은 정승보다 낫다”라는 속담을 떠올렸다.,학습용 보충 문장,아무리 존귀했던 몸이라도 한번 죽으면 거들떠보지 않는 것이 세상인심임을 비유적으로 이르는 말.,14,529191
proverb-522143,속담,산 까마귀 염불한다,,상황과 비유적 의미의 관계,"산에 있는 까마귀가 산에 있는 절에서 염불하는 것을 하도 많이 보고 들어서 염불하는 흉내를 낸다는 뜻으로, 무엇을 전혀 모르던 사람도 오랫동안 보고 듣노라면 제법 따라 할 수 있게 됨을 비유적으로 이르는 말.",그 일을 두고 사람들은 “산 까마귀 염불한다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",522143
proverb-529115,속담,삼밭에 쑥대,,상황과 비유적 의미의 관계,"쑥이 삼밭에 섞여 자라면 삼대처럼 곧아진다는 뜻으로, 좋은 환경에서 자라면 좋은 영향을 받게 됨을 비유적으로 이르는 말.",그 일을 두고 사람들은 “삼밭에 쑥대”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",529115
proverb-522453,속담,새 발의 피,,상황과 비유적 의미의 관계,"새의 가느다란 발에서 나오는 피라는 뜻으로, 아주 하찮은 일이나 극히 적은 분량임을 비유적으로 이르는 말.",그 일을 두고 사람들은 “새 발의 피”라는 속담을 떠올렸다.,학습용 보충 문장,,11,522453
proverb-522483,속담,석새짚신에 구슬 감기,,상황과 비유적 의미의 관계,"거칠게 만든 하찮은 물건에 고급스러운 물건을 사용한다는 뜻으로, 격에 어울리지 않는 모양이나 차림새를 비유적으로 이르는 말.",그 일을 두고 사람들은 “석새짚신에 구슬 감기”라는 속담을 떠올렸다.,학습용 보충 문장,,18,522483
proverb-522510,속담,선무당이 사람 잡는다[죽인다],,상황과 비유적 의미의 관계,"의술에 서투른 사람이 치료해 준다고 하다가 사람을 죽이기까지 한다는 뜻으로, 능력이 없어서 제구실을 못하면서 함부로 하다가 큰일을 저지르게 됨을 비유적으로 이르는 말.",그 일을 두고 사람들은 “선무당이 사람 잡는다[죽인다]”라는 속담을 떠올렸다.,학습용 보충 문장,,18,522510
proverb-522592,속담,세 살 적 버릇[마음]이 여든까지 간다,,상황과 비유적 의미의 관계,"어릴 때 몸에 밴 버릇은 늙어 죽을 때까지 고치기 힘들다는 뜻으로, 어릴 때부터 나쁜 버릇이 들지 않도록 잘 가르쳐야 함을 비유적으로 이르는 말.",그 일을 두고 사람들은 “세 살 적 버릇[마음]이 여든까지 간다”라는 속담을 떠올렸다.,학습용 보충 문장,,18,522592
proverb-529863,속담,소 가는 데 말도 간다,,상황과 비유적 의미의 관계,남이 할 수 있는 일이면 나도 할 수 있다는 말.,그 일을 두고 사람들은 “소 가는 데 말도 간다”라는 속담을 떠올렸다.,학습용 보충 문장,,17,529863
proverb-529890,속담,소 잃고 외양간 고친다,,상황과 비유적 의미의 관계,"소를 도둑맞은 다음에서야 빈 외양간의 허물어진 데를 고치느라 수선을 떤다는 뜻으로, 일이 이미 잘못된 뒤에는 손을 써도 소용이 없음을 비꼬는 말.",그 일을 두고 사람들은 “소 잃고 외양간 고친다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,529890
proverb-529895,속담,소 죽은 귀신 같다,,상황과 비유적 의미의 관계,"소가 고집이 세고 힘줄이 질기다는 데서, 몹시 고집 세고 질긴 사람의 성격을 비유적으로 이르는 말.",그 일을 두고 사람들은 “소 죽은 귀신 같다”라는 속담을 떠올렸다.,학습용 보충 문장,,17,529895
proverb-529746,속담,손 안 대고 코 풀기,,상황과 비유적 의미의 관계,"손조차 사용하지 아니하고 코를 푼다는 뜻으로, 일을 힘 안 들이고 아주 쉽게 해치움을 비유적으로 이르는 말.",그 일을 두고 사람들은 “손 안 대고 코 풀기”라는 속담을 떠올렸다.,학습용 보충 문장,,17,529746
proverb-529434,속담,솔개는 매 편(이라고),,상황과 비유적 의미의 관계,"모양이나 형편이 서로 비슷하고 인연이 있는 것끼리 서로 잘 어울리고, 사정을 보아주며 감싸 주기 쉬움을 비유적으로 이르는 말.",그 일을 두고 사람들은 “솔개는 매 편(이라고)”라는 속담을 떠올렸다.,학습용 보충 문장,,"5,6",529434
proverb-529429,속담,쇠털같이 많다,,상황과 비유적 의미의 관계,수효가 셀 수 없이 많음을 비유적으로 이르는 말.,그 일을 두고 사람들은 “쇠털같이 많다”라는 속담을 떠올렸다.,학습용 보충 문장,,25,529429
proverb-529912,속담,수박 겉 핥기,,상황과 비유적 의미의 관계,"맛있는 수박을 먹는다는 것이 딱딱한 겉만 핥고 있다는 뜻으로, 사물의 속 내용은 모르고 겉만 건드리는 일을 비유적으로 이르는 말.",그 일을 두고 사람들은 “수박 겉 핥기”라는 속담을 떠올렸다.,학습용 보충 문장,,5,529912
proverb-522656,속담,숫돌이 저 닳는 줄 모른다,,상황과 비유적 의미의 관계,"숫돌에 무엇을 갈 때마다 숫돌 자신이 닳는 것은 알지 못한 채 점차 닳아서 패게 된다는 뜻으로, 조금씩 줄어드는 것은 잘 느끼지 못하나 그것도 쌓이면 무시할 수 없음을 비유적으로 이르는 말.",그 일을 두고 사람들은 “숫돌이 저 닳는 줄 모른다”라는 속담을 떠올렸다.,학습용 보충 문장,,1,522656
proverb-522979,속담,싸전에 가서 밥 달라고 한다,,상황과 비유적 의미의 관계,모든 일에는 질서와 차례가 있는 법인데 일의 순서도 모르고 성급하게 덤빔을 비유적으로 이르는 말.,그 일을 두고 사람들은 “싸전에 가서 밥 달라고 한다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",522979
proverb-530151,속담,썩어도 준치,,상황과 비유적 의미의 관계,본래 좋고 훌륭한 것은 비록 상해도 그 본질에는 변함이 없음을 비유적으로 이르는 말.,그 일을 두고 사람들은 “썩어도 준치”라는 속담을 떠올렸다.,학습용 보충 문장,,5,530151
proverb-530084,속담,아닌 밤중에 홍두깨 (내밀듯),,상황과 비유적 의미의 관계,별안간 엉뚱한 말이나 행동을 함을 비유적으로 이르는 말.,그 일을 두고 사람들은 “아닌 밤중에 홍두깨 (내밀듯)”이라는 속담을 떠올렸다.,학습용 보충 문장,,17,530084
proverb-522888,속담,아랫길도 못 가고 윗길도 못 가겠다,,상황과 비유적 의미의 관계,이것도 저것도 다 믿을 수 없고 어찌하여야 할지 모름을 비유적으로 이르는 말.,그 일을 두고 사람들은 “아랫길도 못 가고 윗길도 못 가겠다”라는 속담을 떠올렸다.,학습용 보충 문장,,4,522888
proverb-529989,속담,앉아 주고 서서 받는다,,상황과 비유적 의미의 관계,빌려주기는 쉬우나 돌려받기는 어려움을 비유적으로 이르는 말.,그 일을 두고 사람들은 “앉아 주고 서서 받는다”라는 속담을 떠올렸다.,학습용 보충 문장,,17,529989
proverb-530511,속담,언 발에 오줌 누기,,상황과 비유적 의미의 관계,"언 발을 녹이려고 오줌을 누어 봤자 효력이 별로 없다는 뜻으로, 임시변통은 될지 모르나 그 효력이 오래가지 못할 뿐만 아니라 결국에는 사태가 더 나빠짐을 비유적으로 이르는 말.",그 일을 두고 사람들은 “언 발에 오줌 누기”라는 속담을 떠올렸다.,학습용 보충 문장,,"1,2",530511
proverb-523235,속담,열흘날 잔치에 열하룻날 병풍 친다,,상황과 비유적 의미의 관계,때를 놓치고 일이 다 끝난 다음에야 하려는 것을 비꼬아 이르는 말.,그 일을 두고 사람들은 “열흘날 잔치에 열하룻날 병풍 친다”라는 속담을 떠올렸다.,학습용 보충 문장,,16,523235
proverb-523299,속담,옥에 티,,상황과 비유적 의미의 관계,나무랄 데 없이 훌륭하거나 좋은 것에 있는 사소한 흠을 이르는 말.,그 일을 두고 사람들은 “옥에 티”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",523299
proverb-523432,속담,욕심이 사람 죽인다,,상황과 비유적 의미의 관계,욕심이 너무 지나치면 사리를 분별하지 못하고 위태로운 일까지 거리낌 없이 하게 됨을 비유적으로 이르는 말.,그 일을 두고 사람들은 “욕심이 사람 죽인다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",523432
proverb-530883,속담,용 될 고기는 모이 철부터 안다,,상황과 비유적 의미의 관계,잘될 사람은 어려서부터 남달리 장래성이 엿보인다는 말.,그 일을 두고 사람들은 “용 될 고기는 모이 철부터 안다”라는 속담을 떠올렸다.,학습용 보충 문장,,"3,4",530883
proverb-530905,속담,우물 안 개구리[고기],,상황과 비유적 의미의 관계,넓은 세상의 형편을 알지 못하는 사람을 비유적으로 이르는 말.,그 일을 두고 사람들은 “우물 안 개구리[고기]”라는 속담을 떠올렸다.,학습용 보충 문장,견식이 좁아 저만 잘난 줄로 아는 사람을 비꼬는 말.,6,530905
proverb-530906,속담,우물에 가 숭늉 찾는다,,상황과 비유적 의미의 관계,모든 일에는 질서와 차례가 있는 법인데 일의 순서도 모르고 성급하게 덤빔을 비유적으로 이르는 말.,그 일을 두고 사람들은 “우물에 가 숭늉 찾는다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",530906
proverb-523418,속담,우선 먹기는 곶감이 달다,,상황과 비유적 의미의 관계,앞일은 생각해 보지도 아니하고 당장 좋은 것만 취하는 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “우선 먹기는 곶감이 달다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,523418
proverb-523683,속담,입추의 여지가 없다,,상황과 비유적 의미의 관계,"송곳 끝도 세울 수 없을 정도라는 뜻으로, 발 들여놓을 데가 없을 정도로 많은 사람들이 꽉 들어찬 경우를 비유적으로 이르는 말.",그 일을 두고 사람들은 “입추의 여지가 없다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",523683
proverb-523627,속담,자기 배 부르면 남의 배 고픈 줄 모른다,,상황과 비유적 의미의 관계,자기와 환경이나 조건이 다른 사람의 사정을 이해하기가 어려움을 이르는 말.,그 일을 두고 사람들은 “자기 배 부르면 남의 배 고픈 줄 모른다”라는 속담을 떠올렸다.,학습용 보충 문장,,5,523627
proverb-523628,속담,자기 얼굴[낯]에 침 뱉기,,상황과 비유적 의미의 관계,남을 해치려고 하다가 도리어 자기가 해를 입게 된다는 것을 비유적으로 이르는 말.,그 일을 두고 사람들은 “자기 얼굴[낯]에 침 뱉기”라는 속담을 떠올렸다.,학습용 보충 문장,,"25,26",523628
proverb-531357,속담,잘되는 밥 가마에 재를 넣는다,,상황과 비유적 의미의 관계,남의 다 된 일을 악랄한 방법으로 방해하는 것을 비유적으로 이르는 말.,그 일을 두고 사람들은 “잘되는 밥 가마에 재를 넣는다”라는 속담을 떠올렸다.,학습용 보충 문장,,16,531357
proverb-523894,속담,절에 간 색시,,상황과 비유적 의미의 관계,남이 시키는 대로 따라 하는 사람을 이르는 말.,그 일을 두고 사람들은 “절에 간 색시”라는 속담을 떠올렸다.,학습용 보충 문장,아무리 싫어도 남이 시키는 대로 따라 하지 아니할 수 없는 처지에 있는 사람을 이르는 말.,"17,18",523894
proverb-523940,속담,젊은이 망령은 몽둥이로 고친다,,상황과 비유적 의미의 관계,"노인들은 그저 잘 위해 드려야 하고, 아이들이 잘못했을 경우에는 엄하게 다스려 교육해야 한다는 말.",그 일을 두고 사람들은 “젊은이 망령은 몽둥이로 고친다”라는 속담을 떠올렸다.,학습용 보충 문장,,18,523940
proverb-523941,속담,젊은이 망령은 홍두깨로 고치고 늙은이 망령은 곰국으로 고친다,,상황과 비유적 의미의 관계,"노인들은 그저 잘 위해 드려야 하고, 아이들이 잘못했을 경우에는 엄하게 다스려 교육해야 한다는 말.",그 일을 두고 사람들은 “젊은이 망령은 홍두깨로 고치고 늙은이 망령은 곰국으로 고친다”라는 속담을 떠올렸다.,학습용 보충 문장,,18,523941
proverb-531660,속담,제 논에 물 대기,,상황과 비유적 의미의 관계,자기에게만 이롭도록 일을 하는 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “제 논에 물 대기”라는 속담을 떠올렸다.,학습용 보충 문장,,6,531660
proverb-524091,속담,조자룡이 헌 창[칼] 쓰듯,,상황과 비유적 의미의 관계,돈이나 물건을 헤프게 쓰는 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “조자룡이 헌 창[칼] 쓰듯”이라는 속담을 떠올렸다.,학습용 보충 문장,,18,524091
proverb-531789,속담,중의 빗[망건],,상황과 비유적 의미의 관계,몹시 구하기 어려운 물건을 비유적으로 이르는 말.,그 일을 두고 사람들은 “중의 빗[망건]”이라는 속담을 떠올렸다.,학습용 보충 문장,"중에게는 망건에 다는 관자 구멍이 필요 없다는 뜻으로, 소용없게 된 물건이나 쓸데없는 물건을 비유적으로 이르는 말.",19,531789
proverb-531796,속담,중이 제 머리를 못 깎는다,,상황과 비유적 의미의 관계,자기가 자신에 관한 일을 좋게 해결하기는 어려운 일이어서 남의 손을 빌려야만 이루기 쉬움을 비유적으로 이르는 말.,그 일을 두고 사람들은 “중이 제 머리를 못 깎는다”라는 속담을 떠올렸다.,학습용 보충 문장,,18,531796
proverb-532166,속담,쥐 잡으려다가 쌀독 깬다,,상황과 비유적 의미의 관계,적은 이익이나마 얻으려고 한 일이 도리어 큰 손실을 입게 되었음을 비유적으로 이르는 말.,그 일을 두고 사람들은 “쥐 잡으려다가 쌀독 깬다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,532166
proverb-532168,속담,쥐 죽은 날 고양이 눈물,,상황과 비유적 의미의 관계,"고양이가 죽었다고 쥐가 눈물을 흘릴 리 없다는 데서, 아주 없거나 있어도 매우 적을 때를 이르는 말.",그 일을 두고 사람들은 “쥐 죽은 날 고양이 눈물”이라는 속담을 떠올렸다.,학습용 보충 문장,,25,532168
proverb-524179,속담,쥐구멍에도 볕 들 날 있다,,상황과 비유적 의미의 관계,몹시 고생을 하는 삶도 좋은 운수가 터질 날이 있다는 말.,그 일을 두고 사람들은 “쥐구멍에도 볕 들 날 있다”라는 속담을 떠올렸다.,학습용 보충 문장,,14,524179
proverb-531982,속담,쥐면 꺼질까 불면 날까,,상황과 비유적 의미의 관계,어린 자녀를 애지중지하여 기르는 부모의 사랑을 비유적으로 이르는 말.,그 일을 두고 사람들은 “쥐면 꺼질까 불면 날까”라는 속담을 떠올렸다.,학습용 보충 문장,,3,531982
proverb-532191,속담,짚신에 국화 그리기,,상황과 비유적 의미의 관계,"거칠게 만든 하찮은 물건에 고급스러운 물건을 사용한다는 뜻으로, 격에 어울리지 않는 모양이나 차림새를 비유적으로 이르는 말.",그 일을 두고 사람들은 “짚신에 국화 그리기”라는 속담을 떠올렸다.,학습용 보충 문장,밑바탕이 이미 천한 것인데 화려하게 꾸밈은 당치 아니하다는 말.,18,532191
proverb-524296,속담,차돌에 바람 들면 석돌보다 못하다,,상황과 비유적 의미의 관계,오달진 사람일수록 한번 타락하면 걷잡을 수 없게 된다는 말.,그 일을 두고 사람들은 “차돌에 바람 들면 석돌보다 못하다”라는 속담을 떠올렸다.,학습용 보충 문장,,19,524296
proverb-532448,속담,책력 보아 가며 밥 먹는다,,상황과 비유적 의미의 관계,"매일 밥을 먹을 수가 없어 책력을 보아 가며 좋은 날만을 택하여 밥을 먹는다는 뜻으로, 가난하여 끼니를 자주 거른다는 말.",그 일을 두고 사람들은 “책력 보아 가며 밥 먹는다”라는 속담을 떠올렸다.,학습용 보충 문장,,19,532448
proverb-524286,속담,처삼촌 뫼에 벌초하듯,,상황과 비유적 의미의 관계,일에 정성을 들이지 아니하고 마지못하여 건성으로 함을 비유적으로 이르는 말.,그 일을 두고 사람들은 “처삼촌 뫼에 벌초하듯”이라는 속담을 떠올렸다.,학습용 보충 문장,,19,524286
proverb-532555,속담,추우면 다가들고 더우면 물러선다,,상황과 비유적 의미의 관계,옳고 그름이나 신의를 돌보지 않고 자기의 이익만 꾀함을 비유적으로 이르는 말.,그 일을 두고 사람들은 “추우면 다가들고 더우면 물러선다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,532555
proverb-524547,속담,콩밭에 가서 두부 찾는다,,상황과 비유적 의미의 관계,몹시 성급하게 행동함을 비유적으로 이르는 말.,그 일을 두고 사람들은 “콩밭에 가서 두부 찾는다”라는 속담을 떠올렸다.,학습용 보충 문장,,17,524547
proverb-524548,속담,콩밭에 간수 치겠다,,상황과 비유적 의미의 관계,몹시 성급하게 행동함을 비유적으로 이르는 말.,그 일을 두고 사람들은 “콩밭에 간수 치겠다”라는 속담을 떠올렸다.,학습용 보충 문장,,"17,18",524548
proverb-532536,속담,큰 둑[방죽]도 개미구멍으로 무너진다,,상황과 비유적 의미의 관계,작은 결점이라 하여 등한히 하면 그것이 점점 더 커져서 나중에는 큰 결함을 가져오게 됨을 비유적으로 이르는 말.,그 일을 두고 사람들은 “큰 둑[방죽]도 개미구멍으로 무너진다”라는 속담을 떠올렸다.,학습용 보충 문장,작은 힘으로도 큰일을 이룰 수 있음을 비유적으로 이르는 말.,4,532536
proverb-532742,속담,큰북에서 큰 소리 난다,,상황과 비유적 의미의 관계,크고 훌륭한 데서라야 무엇이나 좋은 일이 생길 수 있음을 비유적으로 이르는 말.,그 일을 두고 사람들은 “큰북에서 큰 소리 난다”라는 속담을 떠올렸다.,학습용 보충 문장,,19,532742
proverb-532750,속담,타고난 재주 사람마다 하나씩은 있다,,상황과 비유적 의미의 관계,사람은 누구나 한 가지씩의 재주는 가지고 있어서 그것으로 먹고살아 가게 마련이라는 말.,그 일을 두고 사람들은 “타고난 재주 사람마다 하나씩은 있다”라는 속담을 떠올렸다.,학습용 보충 문장,,19,532750
proverb-532601,속담,태산을 넘으면 평지를 본다,,상황과 비유적 의미의 관계,어려운 일이나 고된 일을 겪은 뒤에는 반드시 즐겁고 좋은 일이 생긴다는 말.,그 일을 두고 사람들은 “태산을 넘으면 평지를 본다”라는 속담을 떠올렸다.,학습용 보충 문장,,2,532601
proverb-532844,속담,하나는 열을 꾸려도 열은 하나를 못 꾸린다,,상황과 비유적 의미의 관계,한 사람이 잘되면 여러 사람을 돌보아 줄 수 있으나 여러 사람이 힘을 합하여 한 사람을 돌보아 주기는 힘들다는 말.,그 일을 두고 사람들은 “하나는 열을 꾸려도 열은 하나를 못 꾸린다”라는 속담을 떠올렸다.,학습용 보충 문장,자식이 많아도 부모는 잘 거느리고 살아가나 자식들은 그렇지 못하다는 말.,19,532844
proverb-533036,속담,하늘의 별 따기,,상황과 비유적 의미의 관계,무엇을 얻거나 성취하기가 매우 어려운 경우를 비유적으로 이르는 말.,그 일을 두고 사람들은 “하늘의 별 따기”라는 속담을 떠올렸다.,학습용 보충 문장,,19,533036
proverb-532831,속담,하루 세 끼 밥 먹듯,,상황과 비유적 의미의 관계,아주 예사로운 일로 생각함을 이르는 말.,그 일을 두고 사람들은 “하루 세 끼 밥 먹듯”이라는 속담을 떠올렸다.,학습용 보충 문장,,19,532831
proverb-532827,속담,하루가 여삼추(라),,상황과 비유적 의미의 관계,"하루가 삼 년과 같다는 뜻으로, 짧은 시간이 매우 길게 느껴짐을 비유적으로 이르는 말.",그 일을 두고 사람들은 “하루가 여삼추(라)”라는 속담을 떠올렸다.,학습용 보충 문장,,19,532827
